IMAGE_FILE	DESCRIPTION	AUTHOR	TITLE	TECHNIQUE	DATE	TYPE	SCHOOL	TIMEFRAME
42335-milking.jpg	The picture depicts a dairy-maid milking a cow at the foot of a tree, a boy and a spaniel looking on. It is signed and dated lower centre: A.V.Velde.f.1666	VELDE, Adriaen van de	Milking a Cow	Oil on canvas, 32 x 42 cm	1666	genre	Dutch	1651-1700
13389-u3water.jpg	The angel and the Virgin of the Annunciation are separated by two small panels, one with the representation of an arched window looking out upon a city square, and the other with a wash basin and ewer set into a niche and a white towel hanging from a rail beside it	EYCK, Jan van	The Ghent Altarpiece: Niche with Wash Basin	Oil on wood, 213,5 x 36,1 cm (with Sibyl)	1432	religious	Flemish	1401-1450
30980-adoratio.jpg	The altarpiece was executed with the contribution of Callisto's brothers Scipione and Cesare, for the church of Santissima Trinit&#224;, Crema. The church belonged to a confraternity founded after a serious outbreak of the plague in the city of Crema, and dedicated to Sts Roch and Sebastian, the patron saints of those afflicted by pestilence. The represented saints on the altarpiece are Joseph, Peter, Paul, Roch, and Sebastian	PIAZZA DA LODI, Callisto	The Adoration of the Christ Child with Saints	Oil on canvas, 222 x 160 cm	1538	religious	Italian	1501-1550
39709-1ferra1.jpg	"In 1516 Titian made contact with Alfonso I d'Este, Duke of Ferrara for whom he was to work for a decade on pictures destined for the Alabaster Chamber. In this period he painted a series of magnificent paintings of Dionysian themes: the Worship of Venus in the Prado, The Andrians (Bacchanalia), also in the Prado, and Bacchus and Ariadne, in the National Gallery, London. In these paintings Titian combines a richness of colouristic expression with a great formal elegance. These are the elements which characterize this whole so-called ""classic"" phase of Titian's development and which is dominated by the supreme masterpiece of the Frari Assumption of the Virgin.The first painting in this series is The Worship of Venus, whose subject is Love as the source of fertility and regeneration in nature. Titian's composition is based on a description by the late antique writer Philostratus, in his 'Imagines', of a painting of cupids gathering apples in the presence of Venus amid a tree-girt landscape. By basing himself on Philostratus, Titian was in effect recreating a lost masterpiece of antiquity. This would have flattered the patron, who could thus compare himself to Alexander the Great, the patron of Apelles, the most celebrated painter of the ancient world"	TIZIANO Vecellio	The Worship of Venus	Oil on canvas, 172 x 175 cm	1516-18	mythological	Italian	1501-1550
20539-crucifi.jpg	Considering the size of the panel, it was probably made for private devotion. In the centre Christ hangs on the cross, on either side angels carrying basins receive the blood pouring from the wounds. In the foreground the swooning Virgin is supported by Mary Magdalene, and three other holy women, while St John the Evangelist stands grieving nearby. In the compartments on the left are at the top St John the Baptist and below, St Paul. On the right, St James the Greater and St Bartholomew. The predella contains five roundels with figures: a female saint, St Bernard, the Virgin and Child, St Benedict, and St Catherine of Alexandria.The panel is based on Andrea da Firenze's fresco in the Santa Maria Novella, Florence	JACOPO DI CIONE	The Crucifixion	Egg tempera on wood, 154 x 139 cm	1369-70	religious	Italian	1351-1400
34936-15isere1.jpg	The apses and convent chapel on the upper level of the northern transept of the abbey church of Saint-Chef, east of Lyon, converted in 1056, contain remnants of what was surely once extensive fresco work. The paintings in the chapel were freed of later painting in 1967, and, though damaged, are in a quite good state of preservation. In the small apse niche one can see a depiction of Christ in his glory, surrounded by angels and the symbols of the Evangelists.The picture in the vault of the Chapelle Conventuelle shows the mandorla depicting Christ enthroned on a bench covered with cushions and with his arms raised in blessing. Above the crown on Christ's head the Holy Lamb is placed rather awkwardly upside down as it belongs to another section of the vault	ROMANESQUE PAINTER, French	Majestas Domini and Heavenly Jerusalem	Fresco	c. 1080	religious	French	1051-1100
13254-forest_s.jpg	Allaert van Everdingen was an artist whose views of foreign lands had a great impact on the repertoire of Dutch landscapist. He introduced and popularized the Dutch vogue for rocky mountainous Scandinavian landscapes and dramatic waterfalls	EVERDINGEN, Allaert van	Forest Scene with Water-Mill	Oil on canvas, 73 x 61,5 cm	c. 1650	landscape	Dutch	1651-1700
40245-0view.jpg	"The Salone dei Mesi (Room of Months) in the Palazzo Schifanoia, one of the masterpieces of Italian palace architecture, was decorated with a series of allegorical frescoes symbolizing the months. The length of the room  is 24 m, the width 11 m and the height 7,5 m. The frescoes are attributed to Cosmè Tura, Francesco del Cossa, Baldassare d'Este and Ercole de' Roberti.On the southern wall January and February, on the eastern wall March, April and May, on the north wall June, July, August and September, on the west wall October, November and December were represented. Due to negligence it was in a very bad state already in the 18th century. Today there remained only fragments of the frescoes on the southern and western walls, while those on the eastern wall and most on the northern are in relatively good condition. This means that the visitor can view the surviving allegories of seven months (March, April, May, June July, August and September). In all allegories the episodes are arranged in a three-tiered, frieze-like manner; in the upper sphere, the sphere of mythology, each month and its planet are paralleled by their ancient divinity in a triumphal procession. The middle layer shows the signs of the zodiac, while below are rendered the courtly events appropriate to the particular time of year.This view of the Salone dei Mesi in the Palazzo Schifanoia shows, from the left to the right, frescoes of the months of September, August, July, June, May, April, and May, respectively. The decoration was commissioned by Borso d'Este. The name Borso gave to this pleasure palace means ""away with boredom."	TURA, Cosm?	View of the Salone dei Mesi	Frescoes	1476-84	interior	Italian	1451-1500
35614-16landsc.jpg	Rubens painted this picture at the end of his life when he was living in his country residence at Het Steen. The contrast between the two halves of the composition, a sunlit prosperity on the left and a gloomy wood on the right, suggest an analogy with the Last Judgment, the rainbow representing the Arc of the Covenant.The late landscapes by Rubens, such as this work, with their atmospheric appearance, often in subdued golden light of an early summer evening, make an elegiac impression. This makes Rubens come close to the spirit of Titian who exercised such a profound influence on his other late work	RUBENS, Peter Paul	Landscape with a Rainbow	Oil on panel, 136 x 236 cm	c. 1638	landscape	Flemish	1601-1650
41173-z_1548.jpg	The anonymous painter of this panel is referred to as the Master of 1548.Lavishly beringed and otherwise bejewelled, the sitter sports a pearl-studded cap, a costly girdle, three chains, and a gem-embroidered collar. For all her finery, this is a serious sitter, unbedazzled by earthly possessions Sharp intelligence and formality are the basis of this image, which may have faced that of a mate	UNKNOWN MASTER, German	A Lady	Panel, 71 x 49 cm	c. 1550	portrait	German	1501-1550
16678-arezzo5.jpg	In the Cappella Maggiore in San Francesco, Piero della Francesca's assistants completed the unfinished sectors of the vault and the images on the intrados which Bicci di Lorenzo left incomplete	GIOVANNI DI PIAMONTE	St Ambrose	Fresco	1456-66	religious	Italian	1451-1500
23907-ecstasy.jpg	This work is an autograph variant of the painting in the church of Saint Eustache in Paris which originally hung in the church of San Luigi dei Francesi in Rome. Another variant is in the Pitti Palace in Florence	MANETTI, Rutilio	The Ecstasy of the Magdalene	Oil on canvas, 139 x 158 cm	c. 1625	religious	Italian	1601-1650
22806-banksein.jpg	"Loiseau was a self-taught painter who experimented with pointillism around 1884. He sojourned in Pont-Aven, and then, on his many travels, painted landscapes, mainly featuring rivers and the coast. He was dubbed ""the historian of the Seine"" because he was adept at what Impressionism was best suited to: recording and celebrating shifting conditions of light and the changes made in the landscape by human hand"	LOISEAU, Gustave	Banks of the Seine	Oil on canvas, 65 x 82 cm	1902	landscape	French	1851-1900
00571-polyptyx.jpg	The work was probably painted after an outbreak of plague, perhaps the one in 1478, as the saints in the lower register suggest. All were venerated for their miraculous powers against epidemics.The paintings in the lower register were transferred to canvas, the lunette remains on panel. The polyptych is signed lower centre: OPUS.ANDRAE.DE.MURIANO	ANDREA DA MURANO	Polyptych	Tempera on wood transferred to canvas, 152 x 88 cm (centre), 152 x 47 cm (sides)	c. 1478	religious	Italian	1451-1500
42292-0710vela.jpg	Alonso Cano and Velázquez were good friends from their days as students in Seville. Even they worked together restoring the Venetian paintings of the king damaged by fire. It is supposed that the sitter of this painting is Alonso Cano, however, there is no documentary evidence of it	VELÁZQUEZ, Diego Rodriguez de Silva y	Portrait of a Man	Oil on canvas, 76 x 64,5 cm	c. 1649	portrait	Spanish	1601-1650
09645-battle_s.jpg	This painting shows a characteristic battle scene by the artist. The overall setting, in which a military commander and his entourage are depicted in the right foreground, with a mass of soldiers arranged in a circular arc attacking a fortified building in the left background, appears to have been a popular compositional formula for the artist. The battle represented here is not yet identified. Perhaps the scene represents the fall of Jerusalem to the Roman general Popeye (in late autumn 63 BC).	CORTE, Juan de la	Battle Scene with a Roman Army Besieging a Large City	Oil on canvas, 162 x 196 cm	-	landscape	Spanish	1601-1650
16713-lange1ve.jpg	Girodet was Jacques-Louis David's favourite pupil. The sense of the mysterious and poetic that he shows in many of his works is what many call the Romantic spirit, although it was already latent in Neoclassicism. Girodet sensed the coming direction in an early stage, although he had been trained to be a Neoclassicist by David.Girodet depicted the actress Mademoiselle Lange as Venus, standing on her couch, her face turned from the viewer. In the mirror that Cupid is holding up to her, the painter, who delighted in hidden references, has shown only one ear. When the actress expressed her annoyance at the painting, Girodet painted her again, this time in mythological form, Mademoiselle Lange as Dana&#235;.The toilet of Venus is a timeless theme of sensuous seduction. You can view other depictions of Venus at Her Toilet in the Web Gallery of Art	GIRODET DE ROUCY-TRIOSON, Anne-Louis	Mademoiselle Lange as Venus	Oil on canvas, 170 x 87,5 cm	1798	portrait	French	1801-1850
43477-mancini2.jpg	Maria Mancini was the wife of a Colonna duke, and niece of Cardinal Mazarin. She poses as Cleopatra, about to dissolve a great pearl in wine and down it, so winning a bet with Mark Antony concerning her awesome capacity for conspicuous consumption	VOET, Jacob Ferdinand	Maria Mancini as Cleopatra	Oil on canvas, 75 x 62 cm	1663-72	portrait	Flemish	1651-1700
41542-y_boleyn.jpg	The unusual orientation of this posthumous portrait suggests that it was copied from a print, which would have reversed the direction of the original painting	UNKNOWN MASTER, Italian	Portrait of Anne Boleyn	Oil on canvas, 60 x 48 cm	1610s	portrait	Italian	1601-1650
27067-port_ywo.jpg	Hundreds of conservative portraits dating from the first half of the seventeenth century follow the patterns employed by Van Miereveld and the artists he influenced, such as Jan van Ravesteyn in The Hague and Paulus Morelsee in Utrecht. Van Miereveld's reputation rested not upon invention or painterly effects but upon fidelity to appearance and exceptional craftsmanship.The identity of the sitter is not known. The painting is signed and dated right centre: A&#176; 1630. / M. Mierevelt	MIEREVELD, Michiel Jansz. van	Portrait of a Young Woman	Oil on panel, 70 x 58 cm	1630	portrait	Dutch	1601-1650
34137-stjerome.jpg	Marinus van Reymerswaele, a Calvinist from Zeeland, was studying in Antwerp at the time when Quentin Massys was the undisputed leader of the city's painters. In his Saint Jerome Van Reymerswaele - realist, mannerist and even expressionist - carried on the tradition of Massys' genre works in a picturesque, precious and almost caricature fashion	REYMERSWAELE, Marinus van	St Jerome	Oil on panel, 78 x 107 cm	1541	religious	Flemish	1501-1550
20342-landscap.jpg	This painting depicts a landscape with travellers in a horse drawn carriage and figures conversing by a track. In the rural scene, the artist creates a fine contrast between the frenetic coachman, spurring his horses into a furious gallop and the leisurely exchange amongst the group of figures in the foreground of the work	IBBETSON, Julius Caesar	Landscape with Travellers	Oil on canvas, 37 x 46 cm	1792	landscape	English	1751-1800
42298-0802vela.jpg	"""Las Meninas"" is a Portuguese word used to name the Maids of Honour of the Royal children in the 17th century.Las Meninas or The Royal Family is one of the great problem pictures in the history of art. An almost infinite number of interpretations have now been proposed for the scene it shows. At first sight, however, Las Meninas seems to present no problems at all, and indeed appears perfectly straightforward in its sober geometry and good-humoured clarity.It is set in a room in the Alcázar, equipped by Velázquez as a studio, and shows the heiress to the throne, the Infanta Margarita, with her court. Palomino names all those present. The queen's maid of honour, Dona Maria Agustina Sarmiento, one of the meninas, is kneeling at the Infanta's feet, handing her a jug of water. The other maid of honour, Dona Isabel de Velasco stands behind the princess, and beside her we see the grotesquely misshapen female dwarf Mari-Bárbola and the male dwarf Nicolasico Pertusato; the latter, as Palomino points out, is placing his foot on the mastiff lying in front of the group to demonstrate the lethargic animal's good temper. Further back, almost swallowed up in the shadows, are a man described only as guardadamas - a guard or escort to the ladies - and the lady in waiting Do&#241;a Marcela de Ulloa.Velázquez is standing with brush and palette in front of a tall canvas; we can see only the back of it. There are some large pictures hanging on the back wall of the room. Two of them were painted by Velázquez's son-in-law, Mazo, from models by Rubens, and show scenes from Ovid's Metamorphoses, one of them another version of the punishment of Arachne. The princess's parents, the king and queen, appear in a dark frame below these pictures, probably the glass of a mirror. To the right of the mirror, on a flight of steps leading up to a doorway and a brightly lit adjoining room, stands Jose Nieto, the queen's palace marshal.There are several basic questions that have been asked again and again about this picture. What is Velázquez painting on the front of the canvas that is hidden from us? Where did he stand in order to paint the scene and himself in it? What is the source of the image in the mirror - that is, just where in the room must the royal couple have been standing for their reflection to appear? And finally, is there any significance in the fact that the red cross of the Order of Santiago is prominently applied to the artist's clothing?It was long thought that Velázquez was creating a picture without any metaphysical or speculative reference, and was merely recording a fleeting moment in permanent form, as if in a snapshot. According to this theory the subject was no more than an ordinary scene of palace life.A different hypothesis is put forward by art historians, who believe that intellect and keen perspicacity, as well as the artist's eye and hand, were involved in the painting of Las Meninas. The largest number of interpretations have been put forward for the mirror on the back wall, sometimes also thought to be a painted canvas. Much learned industry has also been applied to the question of location: in which room in the palace is this scene taking place? Despite the riddles hidden in the painting of Las Meninas we must not overlook its artistic mastery, particularly as expressed in the figure of the Infanta Margarita surrounded by people of lesser birth. For it was on the princess that the dynastic hopes of the Spanish Habsburgs rested after the death of Prince Baltasar Carlos"	VELÁZQUEZ, Diego Rodriguez de Silva y	Las Meninas or The Family of Philip IV	Oil on canvas, 318 x 276 cm	1656-57	portrait	Spanish	1601-1650
07970-farnes15.jpg	The fresco depicts the scene when the jealous Cyclops Polyphemus hurls a rock at Acis, the beloved of the sea nymph Galatea.	CARRACCI, Annibale	Polyphemus and Acis	Fresco	1595-1605	mythological	Italian	1551-1600
40306-109turnf.jpg	Burning of Parliament is the popular name for the fire which destroyed the Palace of Westminster, the home of the Parliament of the United Kingdom, on 16 October 1834. The blaze, which started from overheated chimney flues, spread rapidly throughout the medieval complex and developed into the biggest conflagration to occur in London since the Great Fire of 1666, attracting massive crowds. The fire lasted for many hours and gutted most of the Palace. Westminster Hall and a few other parts of the old Houses of Parliament survived the blaze and were incorporated into the New Palace of Westminster, which was built in the Gothic style over the following decades	TURNER, Joseph Mallord William	The Burning of the Houses of Lords and Commons, October 16, 1834	Oil on canvas, 92 x 123 cm	1834-35	historical	English	1801-1850
29770-winter.jpg	Despite his relative lack of success in later life, Caspar David Friedrich had a considerable impact on younger landscape painters, both in Dresden and elsewhere in northern Germany. In Dresden there were a number of artists, among them Ernst Ferdinand Oehme, who adapted his vocabulary of forms and hard-edged manner	OEHME, Ernst Ferdinand	Cathedral in Winter	Oil on canvas, 127 x 100 cm	1821	landscape	German	1801-1850
36286-baptist.jpg	This panel is a free copy after the central panel of a triptych by the Bellini workshop (once in Berlin, Staatliche Museen, destroyed during World War II.) The frontality of the figure is a witness to the fact that in Venice, so closely associated with Byzantinum over the centuries, oriental influences appeared from time to time even during the flowering of the Renaissance	SANTACROCE, Girolamo da	St John the Baptist	Oil on panel, 69 x 46 cm	1500s	religious	Italian	1501-1550
09781-bentivo.jpg	This signed work is one of most well-known of Lorenzo Costa's artistic production. In the portrait of Bentivoglio there is obviously a sound knowledge of Antonello  Messina's style, but what really dominates is the solidity and sculptural relief of the form, which Costa draws from Venetian painting. This is visible in the sturdy build of the whole figure, the imposing neck, and the well-placed head. Costa, who moved to Bologna from his native Ferrara in 1482, was one of the most interesting and modern exponents of Northern painting in this period	COSTA, Lorenzo the Elder	Portrait of Giovanni II Bentivoglio	Tempera on wood, 55 x 49 cm	c. 1492	portrait	Italian	1451-1500
10950-rest_fli.jpg	Gerard David interpreted with great originality the theme of Rest during the Flight to Egypt. The Virgin and Child are placed in the centre in a landscape. A tiny depiction of the Holy Family on its way to Egypt can be seen in the background on the right. The influence of Renaissance art, especially Leonardo, is clearly visible, notably in the use of sfumato and the atmospheric variations of the background	DAVID, Gerard	Rest during the Flight to Egypt	Oil on panel, 60 x 39 cm	c. 1515	religious	Flemish	1501-1550
14207-cosimo3.jpg	This large painting was part of a series portraying all the Grand Dukes in official garb and with the insignia of office, once located in the Hospital of Santa Maria Nuova, Florence of which the Medici were patrons. The full-length portrait represents Cosimo III (1642-1723) holding the crown and sceptre and clothed in gold damask with an ermine cloak	FRANCESCHINI, Baldassarre	Portrait of Grand Duke Cosimo III de' Medici	Oil on canvas, 196 x 122 cm	1677	portrait	Italian	1651-1700
18242-0603grec.jpg	After a short period of study in Greece, El Greco, one of the most renowned figure in Spanish art, went to Venice in the middle of the sixteenth century, where he worked in Titian's workshop, and where he became familiar with the art of Paolo Veronese, Jacopo Bassano and Tintoretto, as well as works by representatives of the North Italian Mannerist school. Later, in Rome, he was strongly influenced by the work of Michelangelo. By the time he had settled in Toledo around 1576, his art was fully developed. Like most of the painters coming from Italy, he was anxious to enter the service of King Philip II, but the Greek painter's immediacy of passion, ecstatic style, disturbing colours and visionary conceptions did not please the king's academic Italian taste. He was, however, appreciated by the religious orders and the aristocratic patrons of Toledo.The penitent Magdalen must have been painted at the beginning of his years in Toledo because the strong influence of paintings on the same theme by Titian can be observed. The ideal of beauty is still Titian's half-figure pictures of women, but the inner tension of the whole composition and the relation between man and nature already indicate the beginning of Mannerism. The arrangement of the fingers of the right hand is a characteristic feature of El Greco's painting. It is assumed by some critics that the sitter of the painting was Jerónima de las Cuevas, the mistress of the artist	GRECO, El	Mary Magdalen in Penitence	Oil on canvas, 157 x 121 cm	1576-78	religious	Spanish	1551-1600
10952-trompes.jpg	The Baptism of Christ forms the central section of a triptych commissioned by the treasurer of the city of Bruges, Jean Trompes. The wings show the donor's family and patron saints on the inside, and the Virgin and Child and the donor's first wife with St Elizabeth on the outside.Nowhere does the artist demonstrate more clearly both his talents and his limitations. The present scene contains virtually no action. The kneeling figures of John the Baptist and the angel dressed in a sumptuous cope reveal a mutual correspondence in their approximate symmetry and subtly differentiated positions. The panel's central axis is strongly emphasized by the figure of Christ, the dove of the Holy Ghost and the apparition of God the Father.In David's paintings the landscape forming the background to religious scenes takes on the motionless and precious look of something whose serenity opposes it to the tragedy of what is happening in the picture. One has only to look at the forest in the background of the Baptism of Christ, with its huge ivy-covered trunks, the strong rhythm of its escarpments and its foliage standing out against the blue of the distance. The still life of flowers in the foreground is characterized by a dazzling wealth of minute detail.This altarpiece was at one time considered one of the best works of Memling. The study of its wing panels was rightly recommended to landscape painters as the work of a marvellous painter of foliage	DAVID, Gerard	Triptych of Jean Des Trompes (central)	Oil on wood, 127,9 x 96,6 cm	1505	religious	Flemish	1501-1550
29335-interior.jpg	Many of Naiveu's later works depict the performing of plays or as here, a scene from a play. The dramas depicted in Naiveu's theatrical pictures are seldom identifiable. In this picture the man entering to the right carries over his arm the costume of a Harlequin, or the Commedia dell'Arte figure of Arlecchino. Although the room depicted is arranged as a theatre set, it is probably not a literal depiction of the enactment of a play before an audience	NAIVEU, Matthijs	Interior with an Elegant Lady Receiving a Suitor	Oil on canvas, 55 x 65 cm	c. 1695	genre	Dutch	1651-1700
23288-01barto3.jpg	This is one of the three predella paintings of the altarpiece Lotto painted for the Dominican church of Santo Stefano in Bergamo between 1513 and 1516. The central panel is now in the church of San Bartolomeo in Bergamo	LOTTO, Lorenzo	The Martyrdom of St Stephen	Oil on wood, 51 x 97 cm	1513-16	religious	Italian	1501-1550
32878-0ceiling.jpg	The ceiling design is attributed to Sodoma, but he painted only the central octagon and the small spaces between the tondi. Raphael painted the personifications of Philosophy, Poetry, Theology, and Justice, as well as the four large panels in the corners, whose subjects refer to the two adjacent personifications. The architectural frames and their decorations are thought to be the work of a German painter, Jan Ruysch	RAFFAELLO Sanzio	Ceiling	Fresco	1508-11	religious	Italian	1501-1550
16461-chapels.jpg	The two chapels, which Giotto decorated for the two Florentine banking dynasties, lies next to one another in the Franciscan church. On the left, we can see into the Bardi Chapel and can make out the vault with its representations of the Franciscan virtues; to the right, in the Peruzzi chapel we can see the scenes from the life of St John the Evangelist. It is clear that Giotto composed these latter paintings in relation to the view from outside the chapel	GIOTTO di Bondone	View of the Peruzzi and Bardi Chapels (from left)	Fresco	-	religious	Italian	1301-1350
36870-neythart.jpg	This lively portrait - combining the styles of the Florentine mannerists and Titian - is one of the best in the oeuvre of the artist. The goblet in the hand of the sitter is presumably a royal gift	SEISENEGGER, Jacob	Portrait of Wilhelm Neythart	Parchment, 46 x 43,5 cm	1565	portrait	Austrian	1551-1600
26692-lu02jac.jpg	"""Matthan begat Jacob. Jacob begat Joseph, the husband of Mary, of whom was born Jesus, who is called Christ."" (Matthew 1:15-16)At the top of the entrance wall of the chapel, to the right of the viewer, next to the Eleazar-Matthan lunette, there is the one concluding the genealogical sequence of the ancestors of Christ in the Gospel of St Matthew.Sullen and perplexed, wrapped in a huge yellow ochre cloak and seemingly withdrawn, the old man - generally believed to be Jacob - dominates the family group on the left due to his expressive power and the quality of the colour. Similarly, on the right, the female figure, usually thought to be Mary, is more prominent than the other members of the Holy Family and the child holding a mirror. Behind Mary in the shadow, Joseph holds the Christ child, who stretches out an arm toward the round mirror held out at the height of his face by a naked female child, possibly an allegory of the Church.The compositional schemes of the two neighbouring lunettes correspond: in both there is a female figure in the foreground seen in full, or half, profile and facing the outer wall of the chapel, and a male figure, on the internal side, with his torso seen frontally."	MICHELANGELO Buonarroti	Jacob - Joseph	Fresco, 215 x 430 cm	1511-12	religious	Italian	1501-1550
16658-st_clare.jpg	This panel is one of four predella paintings with another also in Berlin, others at Yale and Houston	GIOVANNI DI PAOLO	St Clare Rescuing the Shipwrecked	Poplar, 21 x 30 cm	1455-60	religious	Italian	1451-1500
03271-trustgod.jpg	Bartolini would often attempt symbolic religious themes. The most notable of these is Trust in God, which the artist intended as a personification of faith. The nudity of the adolescent figure was meant to represent the human soul placing its trust in the Lord, but much of the sculpture's appeal doubtless stems from its undertone of eroticism.The statue was commissioned from Bartolini by Rosa Trivulzio Poldi Pezzoli. It was an immediate success, highly praised by critics	BARTOLINI, Lorenzo	Trust in God	Marble, height 93 cm	1833	religious	Italian	1801-1850
03400-presenta.jpg	The design is a repetition of a larger composition by Francesco Bassano known in two signed versions in National Gallery in Prague, and the Musée des Beaux-Arts in Rouen	BASSANO, Francesco	The Presentation of Christ in the Temple	Oil on copper, 55 x 45 cm	-	religious	Italian	1551-1600
15570-3annunci.jpg	At the height of the Presentation of the Virgin and the Marriage of Mary - above the corner of the chapel and connecting with the rear wall next to the Gothic window - there is the narrow fresco the Annunciation.Again Ghirlandaio has moved the scene of this biblical event to Tuscany and his own era. He was able to find the traditional Renaissance form of a painted window with a view of a landscape in many Florentine palaces. They can still be seen today in Florence, examples being the palaces of the Medici, Ruccelai and Strozzi families. The angel is derived from the Annunciation painted by the young Leonardo da Vinci between 1472 and 1475, now on view in the Galleria degli Uffizi.In contrast to Leonardo's horizontal format, in Ghirlandaio's fresco in the predetermined vertical format his Virgin may be depicted facing the observer in an equally frontal view, but she is standing upright. She is therefore reminiscent of the beautiful picture on the same theme by Lorenzo di Credi, an artist who was also taught by Verrocchio together with Leonardo and Ghirlandaio	GHIRLANDAIO, Domenico	Annunciation	Fresco	1486-90	religious	Italian	1451-1500
31303-triumph.jpg	In Naples, a great part of the finest sculpture of the Quattrocento is Florentine export works by Donatello, Michelozzo, Antonio Rossellino and Benedetto da Maiano. The principal local sculptor is Francesco Laurana. His relief (shown on the picture) on the Triumphal Arch of Alfonso I, reveals him as charming, competent, and to a considerable extent heir to the tradition of Late Gothic realism.In 1453 a triumphal arch built as the entrance to the Castel Nuovo in Naples. This was intended to commemorate the temporary arch that had been erected in front of the cathedral when King Alfonso entered the city in triumph in 1443. Typifying Alfonso's dependence on Spanish staff, the Catalan master Pere Joan (active 1400-58) oversaw the project. Under his direction Pietro da Milano, a Lombard sculptor who had spent his early years working in Ragusa in Dalmatia, supervised the work of at least five master sculptors (including Francesco Laurana) and thirty-three assistants. Sculptural work was allocated to different workers, ensuring a speedy completion of the project.The attic story of this arch is decorated by a relief of The Triumphal Entry of Alfonso into Naples. In this relief, groups of figures, all carefully coordinated in size and scale, even though carved by different hands, enact an idealized and simplified version of Alfonso's triumphal entry into Naples a decade earlier. The sculptors evoke the character and decorum of early Roman imperial reliefs in the proud, calm bearing of nobles who process behind Alfonso, enthroned and elevated on a canopied processional cart, and in the more active figures of the musicians and horsemen who lead the way	PIETRO DA MILANO	Alfonso of Aragon in Triumph with his Court	Marble, half life-size	1452-58	historical	Italian	1451-1500
39112-2queen.jpg	The lower half of the oval ceiling fresco displays the personification of the Spanish Monarchy, enthroned among the clouds and crowned by Mercury. To the right above her, Apollo stands in front of his sun-chariot, while in the upper half of the picture we see Jupiter on his throne, Fame with trumpets, as well as putti and other divinities. Below the Spanish monarchy, the personification of Ancient Castilia, the most important Spanish province, appears with a tower, below that are Venus and Mars, while the meeting of the Continents Europe and Africa at Spanish Gibraltar is symbolized at the bottom left by tHe pillars of Hercules	TIEPOLO, Giovanni Battista	The Apotheosis of the Spanish Monarchy	Fresco, 1500 x 900 cm	1762-66	mythological	Italian	1701-1750
21863-amorous.jpg	Pastoral scenes with amorous couples were popular in seventeenth-century Holland. Many of them represents mythological characters, but there are far more in which the protagonists cannot be identified and which appear to be no more than pastoral idylls. Lely's painting is consistent with this tradition	LELY, Sir Peter	Amorous Couple in a Landscape	Oil on canvas, 88 x 96 cm	c. 1640	landscape	English	1651-1700
41095-04elizab.jpg	This panel was once the inside of the right wing of an altarpiece. The outside of the wing (also in the Museum) shows the Descent from thee Cross. With another panel in the Wilhelm-Hack Museum, Ludvigshafen, this is part of a 'Misericordia' altarpiece depicting the Acts of' Mercy, and probably once stood in a hospital in Cologne	UNKNOWN MASTER, German	St Elizabeth Clothes the Poor and Tends the Sick	Tempera on pine, 123,4 x 49,2 cm	1390s	religious	German	1351-1400
21441-mouline1.jpg	The decorative pendants, Le Moulinet, and Dance in a Pavilion, are typical of Lancret's art, with women who are almost alarmingly unindividualized and men but a bit more identifiable	LANCRET, Nicolas	Le Moulinet	Oil on canvas, 129 x 95 cm	-	genre	French	1701-1750
26292-portcoup.jpg	In this life-size work the painter presents his patrons as Venus and Adonis. Mythological subjects, such as the courtship of Venus and Adonis, became popular in the Northern Netherlands at the end of the 16th century. Though the sitters of this painting are unknown, the impressive format of the work signifies their considerable wealth and status	MERCK, Jacob Fransz. van der	Portrait of a Couple as Venus and Adonis	Oil on canvas, 192 x 224 cm	1647	portrait	Dutch	1601-1650
19658-campovac.jpg	The present painting is one of a handful of cityscapes Jacob de Heusch painted, much influenced by his fellow countryman, the vedutiste Caspar van Wittel. This impressive view of the Roman Forum is a rare topographical representation of the city by the artist. The painter's lively combination of contemporary figures in a topographically accurate setting was typical of the type of views of the city eagerly sought by both Italian collectors and visiting Grand Tourists.Here de Heusch depicts the busy daily life of the Roman Forum, known as the 'Campo Vaccino' since the end of the sixteenth century due to the herds of cows that grazed there. Peasants sold their produce and watered their animals in the Forum until the mid-nineteenth century	HEUSCH, Jacob de	The Campo Vaccino, Rome	Oil on canvas, 124 x 199 cm	-	landscape	Dutch	1651-1700
00206-venus1.jpg	In 1621, Ferdinando Gonzaga, the Duke of Mantua, commissioned a series of The Story of Venus for his Villa Favorita. Completed in 1633, these pictures are enlarged versions of the round compositions of a cycle formerly executed for the prince Borghese towards 1615-17. The Toilet of Venus belongs to the series	ALBANI, Francesco	Toilet of Venus	Oil on canvas, 202 x 252 cm	1621-33	mythological	Italian	1601-1650
15267-103geric.jpg	Géricault painted five studies of this theme for large painting which was never realized. Two versions depicts the subject as a contemporary scene, to other three (one of them in the Louvre) as antique.In this composition created in Rome, the power of man struggling against beast is expressed through the study of antiquity and the forms of Michelangelo	GÉRICAULT, Théodore	Riderless Horse Races	Oil on canvas, 45 x 60 cm	1817	other	French	1801-1850
